mode,load,0_densenet201-4,1_densenet201-4,2_densenet201-4,3_densenet201-4
mig,0.1,7.170438766479492,11.408329010009775,10.478782653808599,8.895969390869169
mig,0.2,13.404035568237305,13.04922103881836,13.866019248962399,19.763016700744636
mig,0.3,15.02923965454102,14.695072174072275,15.552902221679695,22.5527286529541
mig,0.4,17.288303375244144,17.601537704467773,15.011787414550781,27.954244613647464
mig,0.5,21.311759948730483,21.613073348999023,22.603893280029297,41.81599617004396
mig,0.6,27.1904468536377,29.09727096557617,33.69259834289551,58.34987163543704
mig,0.7,46.23222351074222,50.06370544433598,42.13869571685791,103.06577682495116
mig,0.8,85.03079414367677,69.98763084411621,56.82966709136965,116.64438247680665
mig,0.9,209.06753540039062,133.09950828552246,140.14596939086914,282.70092010498047
mig,1.0,441.70069694519043,1263.4361743927002,574.9163627624512,2072.64940738678
