mode,load,0_efficientnet_b7-16,1_densenet201-2,2_squeezenet1_0-4
mps-uncap,0.6,0.026941299438476562,19.764184951782227,0.42176246643066406
mig,0.6,20.386934280395508,8.330345153808594,1.5189647674560547
mps-uncap,0.7,0.030040740966796875,28.48029136657715,1.7445087432861328
mig,0.7,50.86994171142578,17.057418823242188,2.332448959350586
mps-uncap,0.8,0.029325485229492188,857.7600717544556,2.4129152297973633
mig,0.8,70.00088691711426,32.86433219909668,4.505634307861328
mps-uncap,0.9,4.633665084838867,5229.571580886841,7.503271102905273
mig,0.9,217.3142433166504,78.4292221069336,11.181950569152832
mps-uncap,1.0,19.90187168121338,6865.206003189087,164.58773612976074
mig,1.0,1048.491358757019,922.9735136032104,945.8541870117188
mps-uncap,1.1,28.003692626953125,14000.599145889282,1967.8428173065186
mig,1.1,3296.1254119873047,5307.114839553833,4129.84561920166
mps-uncap,1.2,45.816898345947266,15793.022871017456,10868.051528930664
mig,1.2,7082.40270614624,7336.76815032959,6930.5301904678345
mps-uncap,1.3,65.07468223571777,22952.63671875,13024.422645568848
mig,1.3,13018.513202667236,10863.165616989136,9264.720916748047
