mode,load,0_densenet169-32,1_mobilenet_v2-32,2_mobilenet_v2-8,3_squeezenet1_0-16
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.00095367431640625,0.000476837158203125
