mode,load,0_efficientnet_b7-32,1_mobilenet_v3_large-2,2_vgg11-32
mps-uncap,0.8,560.0208759307848,135.59091091156,226.32533311843872
mps-uncap,0.9,2012.6242256164542,663.0549550056459,517.3205184936522
mps-uncap,1.0,2908.2416534423824,705.1107645034791,4662.604331970215
mps-uncap,0.5,273.6795186996459,31.278033256530758,43.64904403686523
mps-uncap,0.6,156.9608640670777,26.23647451400757,53.54928970336923
mps-uncap,0.7,845.7912158966055,84.78456974029537,136.69328689575192
mps-uncap,0.1,30.089492797851577,9.475350379943848,14.956617355346623
mps-uncap,0.2,62.91098356246942,11.256494522094725,19.005560874938986
mps-uncap,0.3,82.94841766357419,15.012609958648687,25.213823318481467
mps-uncap,0.4,119.23934459686289,18.118164539337165,33.89962673187249
