mode,load,0_efficientnet_b7-32,1_mobilenet_v3_large-2,2_vgg11-32
mps-uncap,0.8,161.6310437137067,68.9354423612192,1761.7412815255063
mps-uncap,0.9,176.0706813681585,77.85431491231718,2058.556928401497
mps-uncap,1.0,194.68631007341557,86.76917779645517,2065.267883562055
mps-uncap,0.5,101.08286450909439,41.9955215461608,1140.628852291653
mps-uncap,0.6,119.75490263226172,49.44731335348443,1344.4090150400045
mps-uncap,0.7,140.5710121829288,59.539366874784236,1561.195147661383
mps-uncap,0.1,22.136329629854522,8.315857148974889,211.52145155242857
mps-uncap,0.2,40.99587680134666,16.728495898336213,427.53562923996213
mps-uncap,0.3,70.74102519729227,26.24567434640776,676.3754715487569
mps-uncap,0.4,76.36263351248036,33.267856830473576,948.7869698227493
