mode,load,0_efficientnet_b7-32,1_mobilenet_v3_large-2,2_vgg11-32
mps-uncap,0.8,156.59546852111816,46.0054874420166,23.380041122436523
mps-uncap,0.9,168.99371147155762,45.51839828491211,22.351503372192383
mps-uncap,1.0,167.8614616394043,37.383079528808594,24.04189109802246
mps-uncap,0.5,155.8837890625,35.76493263244629,23.011207580566406
mps-uncap,0.6,158.4017276763916,35.98475456237793,22.345304489135742
mps-uncap,0.7,156.71920776367188,45.447587966918945,24.218320846557617
mps-uncap,0.1,94.46573257446289,20.89548110961914,22.05801010131836
mps-uncap,0.2,92.58770942687988,25.811433792114258,24.80149269104004
mps-uncap,0.3,124.01914596557617,40.65561294555664,22.416353225708008
mps-uncap,0.4,148.34332466125488,33.231258392333984,27.228832244873047
