mode,load,0_efficientnet_b7-32,1_mobilenet_v3_large-2,2_vgg11-32
mps-uncap,0.8,0.013113021850585938,0.011920928955078125,0.010013580322265625
mps-uncap,0.9,0.014781951904296875,0.011920928955078125,0.010728836059570312
mps-uncap,1.0,0.0133514404296875,0.009775161743164062,0.012159347534179688
mps-uncap,0.5,0.012159347534179688,0.011444091796875,0.01049041748046875
mps-uncap,0.6,0.01239776611328125,0.011682510375976562,0.009298324584960938
mps-uncap,0.7,0.012874603271484375,0.009775161743164062,0.01049041748046875
mps-uncap,0.1,0.027418136596679688,0.015020370483398438,0.011205673217773438
mps-uncap,0.2,0.023603439331054688,0.014543533325195312,0.010967254638671875
mps-uncap,0.3,0.01430511474609375,0.01239776611328125,0.011205673217773438
mps-uncap,0.4,0.016450881958007812,0.011920928955078125,0.008821487426757812
