mode,load,0_efficientnet_b7-2,1_resnet101-2,2_resnet101-32
mps-uncap,0.8,98.73166084289554,66.20955467224123,97.70631790161136
mps-uncap,0.9,127.60162353515625,130.17044067382812,120.93098163604736
mps-uncap,1.0,821.44672870636,4908.788108825684,1310.0238800048828
mps-uncap,0.5,36.27803325653077,22.39222526550293,46.43588066101074
mps-uncap,0.6,45.641541481018066,25.866222381591797,53.98149490356444
mps-uncap,0.7,58.71307849884033,32.52654075622557,66.49954319000246
mps-uncap,0.1,30.75404167175293,14.739751815795898,19.707083702087402
mps-uncap,0.2,31.010818481445312,16.07346534729004,26.85680389404297
mps-uncap,0.3,31.11433982849121,19.68965530395508,29.100131988525394
mps-uncap,0.4,31.43606185913086,21.329498291015625,35.907840728759766
