mode,load,0_efficientnet_b7-2,1_resnet101-2,2_resnet101-32
mps-uncap,0.8,199.8842716217041,118.3139991760256,163.08407783508298
mps-uncap,0.9,226.72344207763553,212.07817316055295,224.88265514373745
mps-uncap,1.0,1097.4572277069094,5589.1974067688,1494.2158651351929
mps-uncap,0.5,71.63109540939328,39.041166305542,88.59997749328618
mps-uncap,0.6,94.39116716384888,42.807054519653335,91.0161519050598
mps-uncap,0.7,122.22223758697514,62.14508056640626,112.1973371505737
mps-uncap,0.1,45.92724800109864,23.016119003295895,33.84330272674564
mps-uncap,0.2,47.85990238189699,23.702955245971676,39.555177688598626
mps-uncap,0.3,51.52034759521485,29.112510681152344,44.05444145202637
mps-uncap,0.4,45.70831298828125,36.86682701110837,61.0596752166748
