mode,load,0_efficientnet_b7-2,1_resnet101-2,2_resnet101-32
mps-uncap,0.8,212.5530242919922,167.74320602416992,179.70943450927734
mps-uncap,0.9,252.90465354919434,302.03962326049805,261.02662086486816
mps-uncap,1.0,1150.5653858184814,5693.6705112457275,1588.0177021026611
mps-uncap,0.5,96.68278694152832,42.16623306274414,112.63322830200195
mps-uncap,0.6,127.71725654602051,48.16484451293945,99.24197196960449
mps-uncap,0.7,130.47051429748535,76.25675201416016,140.79928398132324
mps-uncap,0.1,25.410890579223633,21.175384521484375,17.83275604248047
mps-uncap,0.2,35.41111946105957,19.537925720214844,29.427051544189453
mps-uncap,0.3,47.21426963806152,31.920433044433594,41.437625885009766
mps-uncap,0.4,48.18391799926758,36.87238693237305,63.08746337890625
