mode,load,0_efficientnet_b7-2,1_resnet101-2,2_resnet101-32
mps-uncap,0.8,12.19487190246582,4.999399185180664,17.952680587768555
mps-uncap,0.9,12.120962142944336,4.946708679199219,17.920970916748047
mps-uncap,1.0,12.857913970947266,5.303382873535156,19.11473274230957
mps-uncap,0.5,12.183904647827148,4.939556121826172,17.92144775390625
mps-uncap,0.6,12.23444938659668,4.962444305419922,17.89712905883789
mps-uncap,0.7,11.882305145263672,5.008935928344727,17.884016036987305
mps-uncap,0.1,12.971639633178711,4.986286163330078,17.970800399780273
mps-uncap,0.2,12.076377868652344,5.019903182983398,17.935514450073242
mps-uncap,0.3,12.705564498901367,5.080938339233398,17.9290771484375
mps-uncap,0.4,11.770009994506836,4.934787750244141,17.954111099243164
