mode,load,0_efficientnet_b7-2,1_resnet101-2,2_resnet101-32
mps-uncap,0.8,37.883758544921875,20.60222625732422,22.30358123779297
mps-uncap,0.9,38.07878494262695,20.47133445739746,22.93539047241211
mps-uncap,1.0,36.559343338012695,19.201278686523438,24.49822425842285
mps-uncap,0.5,37.340641021728516,19.603967666625977,21.9266414642334
mps-uncap,0.6,37.043094635009766,18.259048461914062,23.822784423828125
mps-uncap,0.7,34.65771675109863,18.988847732543945,22.917509078979492
mps-uncap,0.1,36.5443229675293,18.141508102416992,20.773887634277344
mps-uncap,0.2,34.52444076538086,19.66404914855957,20.81298828125
mps-uncap,0.3,32.05561637878418,17.543792724609375,21.723508834838867
mps-uncap,0.4,36.69381141662598,19.461631774902344,21.76189422607422
