mode,load,0_efficientnet_b7-2,1_resnet101-2,2_resnet101-32
mps-uncap,0.8,49.984768019962004,112.4734710152185,1128.6702358810687
mps-uncap,0.9,51.622673083263464,132.33214800254,1261.9827607811321
mps-uncap,1.0,61.722420372785635,132.3568182915688,1439.4203001433527
mps-uncap,0.5,30.52530947223865,74.23844781849994,715.3055286031931
mps-uncap,0.6,34.62281931388043,85.19351234290649,869.7398638598856
mps-uncap,0.7,43.2510707439126,100.95220149793859,968.4168891288521
mps-uncap,0.1,5.812442719550017,15.019209511757408,137.18514986287036
mps-uncap,0.2,12.11725609735766,27.337450064988417,275.82191678198205
mps-uncap,0.3,15.980522876785065,43.294582789915665,419.1786098343103
mps-uncap,0.4,22.88808385725543,58.27616654021003,533.2978611720098
