mode,load,0_densenet161-2,1_densenet201-2,2_resnet18-4
mps-uncap,0.8,16.759634017944336,20.545244216918945,2.019643783569336
mps-uncap,0.9,16.761064529418945,20.908832550048828,1.981973648071289
mps-uncap,1.0,16.69144630432129,21.0648775100708,2.019166946411133
mps-uncap,0.5,16.925573348999023,21.251678466796875,2.0287036895751953
mps-uncap,0.6,16.970396041870117,21.086692810058594,2.0055770874023438
mps-uncap,0.7,16.76642894744873,21.449923515319824,2.0308494567871094
mps-uncap,0.1,18.433570861816406,22.634029388427734,4.0645599365234375
mps-uncap,0.2,17.309188842773438,21.50702476501465,2.536296844482422
mps-uncap,0.3,17.10367202758789,21.32248878479004,2.217531204223633
mps-uncap,0.4,17.07613468170166,21.117568016052246,2.0303726196289062
