mode,load,0_densenet161-2,1_densenet201-2,2_resnet18-4
mps-uncap,0.8,117.96012704947826,96.42269698692611,1930.9295389279446
mps-uncap,0.9,118.3812631808065,95.08635776198466,1970.791503240321
mps-uncap,1.0,118.54317172241541,93.95000560005543,1952.3514509829167
mps-uncap,0.5,91.08255096532024,79.81806040383886,1281.5148922047592
mps-uncap,0.6,106.44403447415803,92.00756802820437,1535.1266025600435
mps-uncap,0.7,118.41457323138891,92.1497682197092,1756.2877296946278
mps-uncap,0.1,17.567630867969655,14.794539351278646,257.9044352000465
mps-uncap,0.2,34.7708468132366,30.64240285115885,516.6238723132575
mps-uncap,0.3,54.34088688148362,45.56570352955374,770.5658831342157
mps-uncap,0.4,72.44261134986107,63.50482739735173,1028.2681509802037
