mode,load,0_alexnet-16,1_alexnet-2,2_efficientnet_b6-16
mps-uncap,0.8,9.139418601989746,2.480745315551758,72.3872184753418
mps-uncap,0.9,572.1442699432373,3.9281845092773438,196.04766368865967
mps-uncap,1.0,3134.611129760742,231.5657138824463,152.62067317962646
mps-uncap,0.5,2.9802322387695312,1.5516281127929688,28.634071350097656
mps-uncap,0.6,3.366708755493164,1.7523765563964844,33.68878364562988
mps-uncap,0.7,4.453897476196289,1.8393993377685547,40.926456451416016
mps-uncap,0.1,2.953767776489258,1.501917839050293,31.67867660522461
mps-uncap,0.2,2.808809280395508,1.4042854309082031,24.48725700378418
mps-uncap,0.3,2.765178680419922,1.4102458953857422,25.8941650390625
mps-uncap,0.4,2.866387367248535,1.4884471893310547,26.66497230529785
