mode,load,0_alexnet-16,1_alexnet-2,2_efficientnet_b6-16
mps-uncap,0.8,1.5184879302978516,0.7417201995849609,24.457216262817383
mps-uncap,0.9,1.7507076263427734,0.7467269897460938,29.700756072998047
mps-uncap,1.0,1.7731189727783203,0.7474422454833984,28.107404708862305
mps-uncap,0.5,1.5053749084472656,0.7379055023193359,21.141529083251953
mps-uncap,0.6,1.482248306274414,0.74005126953125,22.363662719726562
mps-uncap,0.7,1.4660358428955078,0.7371902465820312,23.62060546875
mps-uncap,0.1,1.6090869903564453,0.8516311645507812,20.711421966552734
mps-uncap,0.2,1.546621322631836,0.7958412170410156,20.770549774169922
mps-uncap,0.3,1.5027523040771484,0.7405281066894531,20.844459533691406
mps-uncap,0.4,1.4774799346923828,0.7417201995849609,21.354198455810547
