mode,load,0_alexnet-16,1_alexnet-2,2_efficientnet_b6-16
mps-uncap,0.8,4.818594455718992,3.1346940994262695,39.56393241882324
mps-uncap,0.9,4.597141742706299,3.2649660110473637,39.76187705993652
mps-uncap,1.0,4.80973243713379,3.6159896850585933,37.27647066116333
mps-uncap,0.5,5.443739891052245,3.296780586242675,33.86335849761963
mps-uncap,0.6,5.047321319580078,3.3262825012207,36.88020467758179
mps-uncap,0.7,5.40786743164062,3.0205917358398433,37.81919479370117
mps-uncap,0.1,5.4457759857177725,2.7224659919738716,41.81814193725587
mps-uncap,0.2,5.223321914672851,2.8256893157958984,32.64150142669678
mps-uncap,0.3,5.614833831787109,2.657921314239502,32.35754013061524
mps-uncap,0.4,5.542650222778311,3.2449913024902317,31.03989601135253
