mode,load,0_alexnet-16,1_alexnet-2,2_efficientnet_b6-16
mps-uncap,0.8,1.5025138854980469,0.7216930389404297,21.44646644592285
mps-uncap,0.9,1.5292167663574219,0.7252693176269531,21.728515625
mps-uncap,1.0,1.6062259674072266,0.7193088531494141,21.726369857788086
mps-uncap,0.5,1.4801025390625,0.7193088531494141,20.989179611206055
mps-uncap,0.6,1.470804214477539,0.7195472717285156,22.348642349243164
mps-uncap,0.7,1.4491081237792969,0.7190704345703125,22.20940589904785
mps-uncap,0.1,1.5687942504882812,0.8318424224853516,20.668983459472656
mps-uncap,0.2,1.5211105346679688,0.7834434509277344,20.72739601135254
mps-uncap,0.3,1.470327377319336,0.7297992706298828,20.43318748474121
mps-uncap,0.4,1.4662742614746094,0.7207393646240234,21.323204040527344
