mode,load,0_alexnet-16,1_alexnet-2,2_efficientnet_b6-16
mps-uncap,0.8,26.457667350769043,5.02636432647705,167.71116256713867
mps-uncap,0.9,1118.6270713806152,8.412933349609373,748.6216068267827
mps-uncap,1.0,7033.022689819337,1331.0395240783691,342.2874927520752
mps-uncap,0.5,4.348993301391604,1.7156124114990232,24.11813735961914
mps-uncap,0.6,5.446243286132812,2.741098403930664,41.487956047058105
mps-uncap,0.7,10.295772552490229,3.190803527832032,66.88594818115234
mps-uncap,0.1,0.0595569610595703,0.048160552978515625,0.0514507293701172
mps-uncap,0.2,1.67083740234375,0.6218433380126968,1.1045932769775442
mps-uncap,0.3,2.210187911987306,0.9546279907226562,6.992268562316893
mps-uncap,0.4,3.107309341430666,1.3715744018554685,21.142864227294925
