mode,load,0_alexnet-16,1_alexnet-2,2_efficientnet_b6-16
mps-uncap,0.8,75.52504539489746,22.121906280517578,410.5069637298584
mps-uncap,0.9,1263.9153003692627,30.803918838500977,1318.5975551605225
mps-uncap,1.0,8160.943508148193,1550.5311489105225,658.1249237060547
mps-uncap,0.5,23.448944091796875,13.499259948730469,147.27210998535156
mps-uncap,0.6,23.439645767211914,14.993667602539062,165.24434089660645
mps-uncap,0.7,47.592878341674805,15.839099884033203,192.1994686126709
mps-uncap,0.1,9.322404861450195,7.994413375854492,53.24220657348633
mps-uncap,0.2,14.017820358276367,14.280557632446289,65.72389602661133
mps-uncap,0.3,14.392614364624023,9.072303771972656,60.50229072570801
mps-uncap,0.4,19.845008850097656,12.214899063110352,99.8988151550293
