mode,load,0_efficientnet_b7-32,1_mobilenet_v2-2,2_vgg19-8
mps-uncap,1.0,322.48854378343174,140.09124629792123,598.2462470183901
mig,1.0,292.2003011118936,496.1800070768553,356.2439765665738
