mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-32,2_vgg13-8
mps-uncap,0.8,4.100799560546875,4.108190536499023,4.869222640991211
mps-uncap,0.9,4.23431396484375,4.583835601806641,4.880666732788086
mps-uncap,1.0,4.218816757202148,4.298925399780273,5.307674407958984
mps-uncap,0.5,4.112482070922852,4.166603088378906,4.835367202758789
mps-uncap,0.6,4.13203239440918,4.109382629394531,4.83250617980957
mps-uncap,0.7,4.173040390014648,4.201650619506836,4.83250617980957
mps-uncap,0.1,5.667686462402344,4.851102828979492,4.832267761230469
mps-uncap,0.2,4.491329193115234,4.611730575561523,4.818439483642578
mps-uncap,0.3,4.05430793762207,4.18853759765625,4.803657531738281
mps-uncap,0.4,4.012346267700195,4.050016403198242,4.825115203857422
