mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-32,2_vgg13-8
mps-uncap,0.8,16.20006561279297,18.12434196472168,17.983198165893555
mps-uncap,0.9,24.535417556762695,1980.2184104919434,396.21925354003906
mps-uncap,1.0,2892.3957347869873,3319.6563720703125,2240.018844604492
mps-uncap,0.5,7.889270782470703,8.363962173461914,6.368041038513184
mps-uncap,0.6,8.145570755004883,8.954524993896484,7.735013961791992
mps-uncap,0.7,9.581327438354492,10.688066482543945,10.251998901367188
mps-uncap,0.1,9.60385799407959,9.621143341064453,5.439162254333496
mps-uncap,0.2,9.531140327453613,9.76419448852539,5.468845367431641
mps-uncap,0.3,9.39476490020752,9.749650955200195,5.596637725830078
mps-uncap,0.4,8.623838424682617,9.219765663146973,5.875349044799805
