mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-32,2_vgg13-8
mps-uncap,0.8,74.91432189941405,80.58842658996578,90.6181621551513
mps-uncap,0.9,175.26989936828616,4158.4026861190805,699.579074382782
mps-uncap,1.0,5739.685356616974,6210.4985427856445,4774.199390411377
mps-uncap,0.5,17.774448394775387,18.476867675781257,19.111490249633796
mps-uncap,0.6,24.34238910675049,23.82912635803225,28.85124683380117
mps-uncap,0.7,38.23747396469117,38.38542938232414,43.73770236968995
mps-uncap,0.1,8.169975280761715,9.75151062011719,6.146948337554918
mps-uncap,0.2,12.754206657409615,13.40828895568844,8.054256439208984
mps-uncap,0.3,16.857171058654796,16.07949256896973,9.600925445556658
mps-uncap,0.4,15.840358734130831,19.571940898895264,14.062356948852537
