mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-32,2_vgg13-8
mps-uncap,0.8,10.981655120849611,11.473941802978516,6.770944595336914
mps-uncap,0.9,9.669113159179688,12.57777214050293,6.654500961303711
mps-uncap,1.0,11.404633522033691,11.66682243347168,6.807279586791993
mps-uncap,0.5,9.283304214477543,9.884929656982422,6.441879272460937
mps-uncap,0.6,9.652900695800783,10.432004928588867,6.490921974182128
mps-uncap,0.7,10.329818725585938,10.945749282836914,6.549549102783204
mps-uncap,0.1,10.032415390014648,10.128498077392578,7.068061828613282
mps-uncap,0.2,10.12117862701416,10.406875610351564,6.254673004150391
mps-uncap,0.3,9.834575653076172,10.751867294311525,6.442785263061523
mps-uncap,0.4,9.41770076751709,10.786676406860352,6.461620330810547
