mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-32,2_vgg13-8
mps-uncap,0.8,8.542299270629883,9.539604187011719,6.029605865478516
mps-uncap,0.9,8.394956588745117,11.565208435058594,6.228923797607422
mps-uncap,1.0,10.325431823730469,10.561943054199219,6.251096725463867
mps-uncap,0.5,6.698131561279297,7.222175598144531,5.443811416625977
mps-uncap,0.6,6.562471389770508,7.23576545715332,5.530118942260742
mps-uncap,0.7,7.205843925476074,8.246421813964844,5.6934356689453125
mps-uncap,0.1,9.504079818725586,9.433984756469727,5.389690399169922
mps-uncap,0.2,9.39178466796875,9.572505950927734,5.379676818847656
mps-uncap,0.3,8.850574493408203,9.243249893188477,5.388498306274414
mps-uncap,0.4,7.622480392456055,8.151650428771973,5.4149627685546875
