mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-32,2_vgg13-8
mps-uncap,0.8,45.74604034423829,51.75290107727054,49.494600296020515
mps-uncap,0.9,79.67247962951659,3833.9503765106206,583.8526248931886
mps-uncap,1.0,5246.460199356079,5896.348285675049,4310.220623016357
mps-uncap,0.5,14.491987228393556,15.51885604858399,13.530445098876951
mps-uncap,0.6,16.97187423706055,17.73381233215332,17.88098812103271
mps-uncap,0.7,22.3879098892212,25.018739700317393,27.381515502929688
mps-uncap,0.1,10.481357574462892,11.646032333374023,7.63094425201416
mps-uncap,0.2,14.375948905944822,14.535760879516602,8.865594863891602
mps-uncap,0.3,15.87996482849121,16.14322662353516,9.755134582519531
mps-uncap,0.4,14.886236190795902,16.56687259674073,11.340141296386719
