mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-32,2_vgg13-8
mps-uncap,0.8,106.70948028564453,121.0787296295166,139.1901969909668
mps-uncap,0.9,239.60614204406738,4293.555736541748,737.9434108734131
mps-uncap,1.0,5823.068141937256,6271.353960037231,4869.419813156128
mps-uncap,0.5,41.35441780090332,46.25749588012695,36.678314208984375
mps-uncap,0.6,59.91053581237793,63.92669677734375,51.66816711425781
mps-uncap,0.7,68.90726089477539,81.15625381469727,68.95875930786133
mps-uncap,0.1,24.289369583129883,30.234098434448242,18.02372932434082
mps-uncap,0.2,27.257442474365234,30.42316436767578,20.470619201660156
mps-uncap,0.3,31.399965286254883,34.21664237976074,26.566505432128906
mps-uncap,0.4,34.39903259277344,42.35696792602539,32.018423080444336
