mode,load,0_densenet121-32,1_efficientnet_b5-4,2_mobilenet_v2-32,3_resnet50-32
mps-uncap,1.0,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625,0.0002384185791015625
