mode,load,0_efficientnet_b6-8,1_mobilenet_v2-2,2_resnet50-2
mps-uncap,1.0,19.96177673339844,5.717325210571289,6.837754249572755
mig,1.0,23.828399181365967,4.527730941772461,5.456056594848633
