mode,load,0_efficientnet_b6-8,1_mobilenet_v2-2,2_resnet50-2
mps-uncap,1.0,437.43554579414746,465.07228112500553,380.5273602343555
mig,1.0,353.2363746007871,482.9081587640988,395.88869809287974
