mode,load,0_densenet201-8,1_resnet152-16,2_resnet34-16
mps-uncap,0.8,210.51218203113118,472.410922279432,1418.4509888017308
mps-uncap,0.9,230.54885713910116,535.4306362367328,1697.7265733476615
mps-uncap,1.0,250.20518509502253,598.1038687192724,1859.9934408850447
mps-uncap,0.5,133.1241233014138,310.24085046174827,914.2591995545959
mps-uncap,0.6,160.64509506766126,362.6408927355382,1112.7172692599788
mps-uncap,0.7,180.20753970899452,415.7353746601099,1304.9106755071475
mps-uncap,0.1,24.33517784005177,60.837877302811336,181.59488551419983
mps-uncap,0.2,50.49439975362944,127.07187363028363,381.4597938509542
mps-uncap,0.3,73.41310653166289,181.69939321711632,540.8357884487137
mps-uncap,0.4,105.60036839042897,232.27619844830664,740.8724505640814
