mode,load,0_resnet101-8,1_resnet152-32,2_vgg16-32
mps-uncap,0.8,760.115385055542,644.8583602905273,319.8246955871582
mps-uncap,0.9,773.2505798339844,3215.272903442383,704.885721206665
mps-uncap,1.0,8486.895322799683,7319.346904754639,7456.658840179443
mps-uncap,0.5,92.63420104980469,195.82223892211914,124.07541275024414
mps-uncap,0.6,209.35440063476562,359.879732131958,168.2150363922119
mps-uncap,0.7,259.0746879577637,442.1265125274658,241.40262603759766
mps-uncap,0.1,60.91499328613281,76.39384269714355,56.75697326660156
mps-uncap,0.2,42.60611534118652,102.05864906311035,80.09600639343262
mps-uncap,0.3,72.99637794494629,168.16997528076172,73.26579093933105
mps-uncap,0.4,102.76436805725098,178.70283126831055,102.34570503234863
