mode,load,0_resnet101-8,1_resnet152-32,2_vgg16-32
mps-uncap,0.8,79.09550666809082,145.4829216003418,27.539873123168945
mps-uncap,0.9,81.50243759155273,148.37327003479004,27.848482131958008
mps-uncap,1.0,93.82584095001222,139.2402172088623,28.49147319793701
mps-uncap,0.5,41.488313674926786,95.86715698242188,25.43492317199707
mps-uncap,0.6,47.24426269531252,122.81451225280762,25.52115917205811
mps-uncap,0.7,74.10852909088135,124.06048774719238,26.63569450378418
mps-uncap,0.1,26.412940025329586,46.196579933166504,24.839162826538086
mps-uncap,0.2,28.188276290893555,50.382423400878906,22.83802032470703
mps-uncap,0.3,32.015323638916016,65.91835021972656,23.044943809509277
mps-uncap,0.4,30.949497222900394,81.71982765197755,23.660707473754883
