mode,load,0_resnet101-8,1_resnet152-32,2_vgg16-32
mps-uncap,0.8,177.95748710632324,384.20188426971436,176.670503616333
mps-uncap,0.9,427.36613750457764,2184.7818374633794,540.3795719146729
mps-uncap,1.0,7262.95087337494,6506.2092065811175,7135.74423789978
mps-uncap,0.5,53.560638427734375,108.01839828491211,55.12359142303467
mps-uncap,0.6,66.9853687286377,134.4247817993164,74.47268962860109
mps-uncap,0.7,116.9161558151245,165.3828620910645,96.26369476318358
mps-uncap,0.1,29.161930084228516,46.23901844024658,29.65700626373291
mps-uncap,0.2,31.047105789184574,51.43156051635742,35.00008583068849
mps-uncap,0.3,34.46173667907715,67.31767654418945,37.67657279968262
mps-uncap,0.4,33.24313163757325,83.34827423095705,44.96002197265626
