mode,load,0_resnet101-8,1_resnet152-32,2_vgg16-32
mps-uncap,0.8,87.57121086120604,150.19764184951782,30.540471076965332
mps-uncap,0.9,88.05073022842407,151.5590476989746,30.62509536743164
mps-uncap,1.0,98.99006366729736,144.00328397750854,30.591480731964108
mps-uncap,0.5,72.05772399902344,132.83307075500483,29.846062660217278
mps-uncap,0.6,76.88899040222168,142.04533100128174,30.093295574188232
mps-uncap,0.7,90.5807614326477,132.69145011901855,30.727331638336175
mps-uncap,0.1,45.37571907043459,75.86169719696044,30.31255006790161
mps-uncap,0.2,40.93232631683347,80.64641952514658,28.989305496215792
mps-uncap,0.3,42.02041625976562,102.02091217041016,27.709805965423584
mps-uncap,0.4,50.44993877410891,130.67293882369995,27.81080245971679
