mode,load,0_efficientnet_b6-16,1_resnet50-16,2_vgg13-4
mps-uncap,0.8,371.95730209350586,125.49901008605957,80.64413070678711
mps-uncap,0.9,986.4091873168945,311.077356338501,263.932466506958
mps-uncap,1.0,4327.727317810059,6141.899108886719,4779.136657714844
mps-uncap,0.5,129.34541702270508,51.262855529785156,24.161100387573242
mps-uncap,0.6,175.29892921447754,74.72014427185059,38.06614875793457
mps-uncap,0.7,216.52722358703613,87.93759346008301,68.9992904663086
mps-uncap,0.1,30.03668785095215,14.55378532409668,8.191823959350586
mps-uncap,0.2,29.487133026123047,27.524948120117188,13.59868049621582
mps-uncap,0.3,59.571027755737305,46.30112648010254,10.81395149230957
mps-uncap,0.4,64.30387496948242,39.62969779968262,18.1429386138916
