mode,load,0_densenet169-32,1_resnet101-4,2_resnet34-2
mps-uncap,0.8,469.0299987792966,187.43833065032933,41.575410366058314
mps-uncap,0.9,1072.236862182617,265.01891613006416,526.7589712142945
mps-uncap,1.0,1965.6885790824892,13602.837073802946,8575.465235710144
mps-uncap,0.5,132.2652506828308,66.85126543044984,21.46347761154174
mps-uncap,0.6,194.47778463363758,69.96359825134282,29.11906242370594
mps-uncap,0.7,184.06267166137692,89.9540901184082,31.719982624053735
mps-uncap,0.1,50.031208992004345,35.19622325897217,15.777409076690677
mps-uncap,0.2,69.64843511581415,35.14241218566893,20.143356323242127
mps-uncap,0.3,80.7915568351743,33.9939594268799,17.64732360839843
mps-uncap,0.4,94.99571323394774,36.665771007537856,17.43426322937011
