mode,load,0_densenet169-32,1_resnet101-4,2_resnet34-2
mps-uncap,0.8,869.1391211166102,255.87291453560402,301.04350429602255
mps-uncap,0.9,975.6446876849694,288.98437862764564,340.2633227590897
mps-uncap,1.0,1035.1455601997322,262.0296698929784,327.430927969582
mps-uncap,0.5,566.8060680290124,163.65666208141153,188.13564862002443
mps-uncap,0.6,616.2219672534118,197.596850955544,230.62380424459727
mps-uncap,0.7,787.4143994431909,230.03667930197344,265.6894915537037
mps-uncap,0.1,99.42645443422123,32.56522275128358,39.76060042411365
mps-uncap,0.2,211.22301256697168,66.15161741243661,75.9854605301459
mps-uncap,0.3,337.24314132220496,98.03430685145044,113.05936664812502
mps-uncap,0.4,437.4066685340177,130.86466763178325,150.92761231273445
