mode,load,0_resnet18-32,1_resnet18-32
mig,0.1,0.011682510375976562,0.0133514404296875
mig,0.2,0.009298324584960938,0.012159347534179688
mig,0.3,0.011920928955078125,0.011682510375976562
mig,0.4,0.01049041748046875,0.01049041748046875
mig,0.5,0.010728836059570312,0.009775161743164062
mig,0.6,0.009059906005859375,0.0095367431640625
mig,0.7,0.0095367431640625,0.009775161743164062
mig,0.8,0.01049041748046875,0.010967254638671875
mig,0.9,0.009059906005859375,0.014066696166992188
mig,1.0,0.01049041748046875,0.012159347534179688
