mode,load,0_resnet18-32,1_resnet18-32
mig,0.1,0.05698204040527344,0.056743621826171875
mig,0.2,0.051021575927734375,0.053882598876953125
mig,0.3,0.04839897155761719,0.05054473876953125
mig,0.4,0.04696846008300781,0.05316734313964844
mig,0.5,0.04971027374267578,3.315448760986328
mig,0.6,2.1228790283203125,6.3381195068359375
mig,0.7,4.554152488708496,14.272928237915039
mig,0.8,6.618976593017578,37.238359451293945
mig,0.9,16.59369468688965,1499.0222454071045
mig,1.0,55.75847625732422,5159.786939620972
