mode,load,0_densenet161-16,1_densenet169-8,2_vgg11-16
mps-uncap,0.8,198.86311245634255,107.12596210636903,1675.135146973914
mps-uncap,0.9,221.30418761159032,116.87410829196521,1927.6990565910423
mps-uncap,1.0,221.67641075453614,134.26752890220374,1946.6235962567052
mps-uncap,0.5,116.60187237998821,69.06580035175317,1102.2125155528208
mps-uncap,0.6,151.1003805973603,83.3888803771613,1273.5885610311961
mps-uncap,0.7,171.64159143203818,91.07344161756818,1498.5542774568562
mps-uncap,0.1,24.291722551506034,16.56780720088442,208.11102303951552
mps-uncap,0.2,51.15829091782349,25.665946995895876,408.88970247067726
mps-uncap,0.3,72.42784060056862,41.378397447482165,638.1050819974528
mps-uncap,0.4,97.44478439963781,59.04495693556401,838.9048275832416
