mode,load,0_densenet161-16,1_densenet169-8,2_vgg11-16
mps-uncap,0.8,58.30645561218262,37.95361518859863,7.699251174926758
mps-uncap,0.9,71.27547264099121,55.698394775390625,7.941007614135742
mps-uncap,1.0,72.72827625274658,56.598663330078125,7.988572120666504
mps-uncap,0.5,31.748533248901367,21.47221565246582,7.112026214599609
mps-uncap,0.6,34.90877151489258,24.70254898071289,7.369041442871094
mps-uncap,0.7,43.10047626495361,32.88102149963379,7.602095603942871
mps-uncap,0.1,30.597925186157227,31.038284301757812,7.252931594848633
mps-uncap,0.2,29.514789581298828,30.91144561767578,7.031083106994629
mps-uncap,0.3,25.715351104736328,21.62635326385498,7.065176963806152
mps-uncap,0.4,27.270793914794922,20.46680450439453,7.1086883544921875
