mode,load,0_resnet34-16,1_vgg19-2,2_vgg19-8
mps-uncap,0.8,12.752890586853027,7.424116134643555,11.434555053710938
mps-uncap,0.9,18.04065704345703,10.981440544128418,19.02461051940918
mps-uncap,1.0,119.64654922485352,241.3783073425293,545.2102422714233
mps-uncap,0.5,5.999326705932617,3.390192985534668,7.151126861572266
mps-uncap,0.6,7.799863815307617,4.132270812988281,7.502317428588867
mps-uncap,0.7,9.870767593383789,6.095647811889648,9.013652801513672
mps-uncap,0.1,5.172610282897949,2.5823116302490234,6.112217903137207
mps-uncap,0.2,5.175590515136719,2.539515495300293,6.12330436706543
mps-uncap,0.3,5.172967910766602,2.553224563598633,6.186485290527344
mps-uncap,0.4,5.334258079528809,2.6702880859375,6.787776947021484
