mode,load,0_resnet34-16,1_vgg19-2,2_vgg19-8
mps-uncap,0.8,16.121912002563477,8.713531494140625,9.095335006713869
mps-uncap,0.9,16.816139221191406,8.792757987976074,9.543418884277344
mps-uncap,1.0,17.54155158996582,9.19790267944336,9.916543960571289
mps-uncap,0.5,11.601400375366211,6.98850154876709,7.846379280090332
mps-uncap,0.6,13.211393356323242,7.256221771240234,8.217477798461916
mps-uncap,0.7,14.6695613861084,7.893896102905273,8.803033828735352
mps-uncap,0.1,5.735850334167482,2.9868602752685542,6.588888168334961
mps-uncap,0.2,7.811546325683594,4.843163490295409,7.069730758666992
mps-uncap,0.3,8.892345428466799,5.990886688232422,7.260990142822266
mps-uncap,0.4,9.89665985107422,6.534314155578612,7.3633670806884775
