mode,load,0_alexnet-4,1_mobilenet_v3_large-8,2_squeezenet1_1-2
mps-uncap,0.8,7.151293754577638,8968.638181686401,132.33923912048343
mps-uncap,0.9,10.929393768310563,14245.335626602173,4342.060995101929
mps-uncap,1.0,47.65939712524414,17946.26579284668,9334.996438026428
mps-uncap,0.5,3.9849042892456032,22.49944210052491,6.999731063842773
mps-uncap,0.6,5.232095718383789,66.92237854003908,7.816243171691894
mps-uncap,0.7,7.147789001464844,2695.0781106948853,12.764620780944824
mps-uncap,0.1,2.0002841949462904,17.770051956176758,6.4830780029296875
mps-uncap,0.2,2.2172927856445312,15.838146209716797,6.574726104736329
mps-uncap,0.3,2.6652097702026367,13.158106803894045,5.532503128051758
mps-uncap,0.4,3.4418582916259775,16.36207103729248,4.864215850830077
