mode,load,0_alexnet-4,1_mobilenet_v3_large-8,2_squeezenet1_1-2
mps-uncap,0.8,1.5366077423095703,5221.774339675903,41.68963432312012
mps-uncap,0.9,2.7920007705688477,7956.853151321411,2366.058588027954
mps-uncap,1.0,21.466851234436035,9855.774879455566,5160.744667053223
mps-uncap,0.5,0.32782554626464844,4.658818244934082,1.026153564453125
mps-uncap,0.6,0.6103515625,16.4947509765625,1.4787912368774414
mps-uncap,0.7,1.0107755661010742,1850.00741481781,3.06546688079834
mps-uncap,0.1,0.026702880859375,0.029802322387695312,0.02765655517578125
mps-uncap,0.2,0.024080276489257812,0.026941299438476562,0.026702880859375
mps-uncap,0.3,0.025272369384765625,0.03457069396972656,0.027894973754882812
mps-uncap,0.4,0.027179718017578125,2.3996829986572266,0.2009868621826172
