mode,load,0_alexnet-4,1_mobilenet_v3_large-8,2_squeezenet1_1-2
mps-uncap,0.8,6.0861349105835,8963.599681854248,130.33595085144069
mps-uncap,0.9,9.910988807678233,14240.336656570435,4340.311813354492
mps-uncap,1.0,46.6524839401245,17941.25370979309,9333.132076263426
mps-uncap,0.5,2.6605844497680664,17.509222030639663,5.016660690307617
mps-uncap,0.6,3.9272308349609375,61.8994235992432,6.012153625488282
mps-uncap,0.7,5.961823463439942,2690.077495574951,10.953950881958008
mps-uncap,0.1,0.5177021026611336,7.931661605834964,2.7998447418212895
mps-uncap,0.2,0.9022712707519535,8.450341224670412,3.4009456634521498
mps-uncap,0.3,1.3176679611206057,7.9803466796875036,3.100872039794922
mps-uncap,0.4,2.049160003662111,11.253881454467773,2.9724121093749996
