mode,load,0_alexnet-4,1_mobilenet_v3_large-8,2_squeezenet1_1-2
mps-uncap,0.8,10.707733631134033,9789.031553268433,188.272199630737
mps-uncap,0.9,21.90701961517334,15592.8147149086,4639.448733329773
mps-uncap,1.0,80.70482254028319,19598.13122272491,10279.795303344728
mps-uncap,0.5,5.851991176605224,35.90180397033692,11.025867462158208
mps-uncap,0.6,8.480858802795398,141.63265943527236,11.325376033782979
mps-uncap,0.7,14.348292350769041,3013.6639237403874,22.32257843017579
mps-uncap,0.1,1.5613079071044926,17.43713855743408,6.289622783660895
mps-uncap,0.2,2.2370052337646493,20.811150074005127,8.462405204772919
mps-uncap,0.3,3.449037075042731,18.28283786773682,6.996226310729975
mps-uncap,0.4,4.932184219360351,23.659286499023434,6.210169792175295
