mode,load,0_alexnet-4,1_mobilenet_v3_large-8,2_squeezenet1_1-2
mps-uncap,0.8,17.830610275268555,9973.3247756958,213.38629722595215
mps-uncap,0.9,35.51292419433594,15793.962240219116,4733.125448226929
mps-uncap,1.0,94.36225891113281,19774.1060256958,10377.280473709106
mps-uncap,0.5,17.16923713684082,71.15721702575684,22.31574058532715
mps-uncap,0.6,18.07093620300293,216.33219718933105,18.535137176513672
mps-uncap,0.7,30.269384384155273,3088.7537002563477,36.86380386352539
mps-uncap,0.1,5.893945693969727,36.476850509643555,16.695737838745117
mps-uncap,0.2,7.718801498413086,43.30563545227051,17.607927322387695
mps-uncap,0.3,8.747577667236328,36.45730018615723,16.88098907470703
mps-uncap,0.4,12.020587921142578,42.58418083190918,14.931678771972656
