mode,load,0_squeezenet1_0-16,1_vgg11-8,2_vgg13-4
mps-uncap,0.8,13.988447189331039,8.357973098754885,9.545757770538334
mps-uncap,0.9,13.920307159423828,8.416244983673096,9.129266738891602
mps-uncap,1.0,13.154926300048823,7.940762042999268,9.547338485717768
mps-uncap,0.5,12.544529438018795,8.430883884429932,8.243055343627933
mps-uncap,0.6,13.397018909454347,8.703889846801756,8.456873893737793
mps-uncap,0.7,13.672254085540768,8.182430267333984,9.234890937805176
mps-uncap,0.1,9.822340011596681,7.787373065948483,7.824015617370603
mps-uncap,0.2,10.173037052154532,7.281477451324463,7.5377655029296875
mps-uncap,0.3,11.280393600463867,7.327518463134752,8.057022094726562
mps-uncap,0.4,11.882781982421875,7.783558368682854,8.59407901763916
