mode,load,0_squeezenet1_0-16,1_vgg11-8,2_vgg13-4
mps-uncap,0.8,3.256082534790039,3.5033226013183594,2.676248550415039
mps-uncap,0.9,3.325939178466797,3.523111343383789,2.677440643310547
mps-uncap,1.0,4.833698272705078,4.121065139770508,3.618001937866211
mps-uncap,0.5,3.1511783599853516,3.4406185150146484,2.660989761352539
mps-uncap,0.6,3.2415390014648438,3.4787654876708984,2.6438236236572266
mps-uncap,0.7,3.1321048736572266,3.4890174865722656,2.6438236236572266
mps-uncap,0.1,4.3010711669921875,4.051685333251953,2.936124801635742
mps-uncap,0.2,4.02379035949707,3.515005111694336,2.6617050170898438
mps-uncap,0.3,3.285646438598633,3.507852554321289,2.6597976684570312
mps-uncap,0.4,3.301382064819336,3.489971160888672,2.664327621459961
