mode,load,0_squeezenet1_0-16,1_vgg11-8,2_vgg13-4
mps-uncap,0.8,77.74031162261961,60.50168514251711,56.93193435668953
mps-uncap,0.9,345.57018041610723,399.44732427597046,143.15599441528317
mps-uncap,1.0,5845.48204421997,4616.968402862549,4417.492218017578
mps-uncap,0.5,23.158738613128662,18.635540008544922,15.849752426147488
mps-uncap,0.6,29.840395450592062,26.208052635192868,24.004807472229004
mps-uncap,0.7,42.54882097244263,33.13222885131836,33.91810178756718
mps-uncap,0.1,10.291154384613037,10.01867532730102,8.102717399597166
mps-uncap,0.2,12.808766365051252,11.342267990112306,9.275856018066403
mps-uncap,0.3,15.94242572784424,12.285804748535135,11.715841293334954
mps-uncap,0.4,17.840027809143066,15.847375392913817,12.92577028274536
