mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-16,2_vgg19-8
mps-uncap,0.8,15.432596206665039,12.791872024536133,21.703004837036133
mps-uncap,0.9,158.10728073120117,27.351856231689453,120.03040313720703
mps-uncap,1.0,5290.868520736694,327.2130489349365,2604.8011779785156
mps-uncap,0.5,7.982850074768066,6.206512451171875,9.248614311218262
mps-uncap,0.6,8.341670036315918,7.480621337890625,10.590195655822754
mps-uncap,0.7,9.743928909301758,8.303403854370117,12.056589126586914
mps-uncap,0.1,9.462833404541016,4.775762557983398,7.328033447265625
mps-uncap,0.2,9.629607200622559,4.67991828918457,7.332205772399902
mps-uncap,0.3,9.639620780944824,4.779338836669922,7.634162902832031
mps-uncap,0.4,9.082794189453125,5.220651626586914,8.538484573364258
