mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-16,2_vgg19-8
mps-uncap,0.8,9.073495864868164,8.176565170288086,9.482383728027344
mps-uncap,0.9,11.187314987182617,8.799195289611816,10.007739067077637
mps-uncap,1.0,11.725425720214844,8.893013000488281,10.153770446777344
mps-uncap,0.5,6.961941719055176,4.628658294677734,7.6798200607299805
mps-uncap,0.6,6.488919258117676,5.585908889770508,8.33749771118164
mps-uncap,0.7,6.8206787109375,6.706953048706055,8.715510368347168
mps-uncap,0.1,9.28497314453125,4.685163497924805,7.233381271362305
mps-uncap,0.2,9.492039680480957,4.552006721496582,7.161498069763184
mps-uncap,0.3,8.968353271484375,4.538297653198242,7.250308990478516
mps-uncap,0.4,7.962703704833984,4.6024322509765625,7.385492324829102
