mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-16,2_vgg19-8
mps-uncap,0.8,48.29254150390626,37.76168823242189,62.354183197021484
mps-uncap,0.9,515.471601486206,76.13229751586915,292.14766025543213
mps-uncap,1.0,9263.03610801697,729.1231155395508,4663.627576828004
mps-uncap,0.5,15.098333358764647,12.275218963623047,19.88351345062256
mps-uncap,0.6,18.475055694580078,16.486525535583496,23.83279800415039
mps-uncap,0.7,21.90537452697754,18.84565353393555,28.240108489990234
mps-uncap,0.1,10.402584075927736,7.773447036743165,10.881614685058596
mps-uncap,0.2,13.733077049255373,9.447836875915527,11.336016654968262
mps-uncap,0.3,15.294313430786133,10.567092895507814,13.35926055908203
mps-uncap,0.4,15.889120101928711,10.57419776916504,15.733051300048828
