mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-16,2_vgg19-8
mps-uncap,0.8,4.133462905883789,3.1714439392089844,6.53076171875
mps-uncap,0.9,4.075050354003906,3.2019615173339844,6.506681442260742
mps-uncap,1.0,7.935285568237305,5.781888961791992,9.529590606689453
mps-uncap,0.5,4.108190536499023,3.249645233154297,6.467342376708984
mps-uncap,0.6,4.104375839233398,3.136157989501953,6.474733352661133
mps-uncap,0.7,4.089117050170898,3.1478404998779297,6.490945816040039
mps-uncap,0.1,5.26738166809082,3.633737564086914,6.477117538452148
mps-uncap,0.2,4.542112350463867,3.2792091369628906,6.483316421508789
mps-uncap,0.3,4.138708114624023,3.262758255004883,6.46662712097168
mps-uncap,0.4,4.138946533203125,3.137350082397461,6.431341171264648
