mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-16,2_vgg19-8
mps-uncap,0.8,4.081964492797852,3.1561851501464844,6.518840789794922
mps-uncap,0.9,4.036664962768555,3.189563751220703,6.492853164672852
mps-uncap,1.0,5.450010299682617,5.485057830810547,7.555723190307617
mps-uncap,0.5,4.06956672668457,3.1385421752929688,6.4563751220703125
mps-uncap,0.6,4.073619842529297,3.113985061645508,6.460666656494141
mps-uncap,0.7,4.067659378051758,3.116130828857422,6.4144134521484375
mps-uncap,0.1,5.220174789428711,3.361225128173828,6.453514099121094
mps-uncap,0.2,4.52876091003418,3.262758255004883,6.467103958129883
mps-uncap,0.3,4.075288772583008,3.2501220703125,6.446361541748047
mps-uncap,0.4,4.085540771484375,3.1223297119140625,6.419658660888672
