mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-16,2_vgg19-8
mps-uncap,0.8,109.59832191467277,57.24262475967407,92.60471820831297
mps-uncap,0.9,720.898780822754,148.26206445693956,496.6761660575862
mps-uncap,1.0,10590.847573280334,834.157919883728,5291.213569641113
mps-uncap,0.5,18.570158481597883,16.087198257446296,23.985433578491232
mps-uncap,0.6,25.998830795288082,26.77208185195923,33.68668317794801
mps-uncap,0.7,31.23393058776855,29.768896102905266,39.215371608734095
mps-uncap,0.1,8.115644454956051,5.652709007263187,7.52296447753906
mps-uncap,0.2,12.093932628631569,8.5627555847168,10.417695045471188
mps-uncap,0.3,15.53633213043215,11.64257049560553,13.692417144775394
mps-uncap,0.4,17.590990066528313,11.139945983886719,19.473476409912106
