mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-16,2_vgg19-8
mps-uncap,0.8,172.5177764892578,89.34617042541504,115.95296859741211
mps-uncap,0.9,782.1900844573975,211.6715908050537,576.8451690673828
mps-uncap,1.0,10697.02124595642,879.331111907959,5433.894872665405
mps-uncap,0.5,43.29204559326172,34.46507453918457,39.36266899108887
mps-uncap,0.6,47.66511917114258,65.53244590759277,60.01639366149902
mps-uncap,0.7,53.52973937988281,65.460205078125,69.97203826904297
mps-uncap,0.1,17.019987106323242,12.438297271728516,10.594606399536133
mps-uncap,0.2,24.359464645385742,16.279935836791992,20.012378692626953
mps-uncap,0.3,23.470401763916016,19.679546356201172,21.34227752685547
mps-uncap,0.4,28.24544906616211,24.466991424560547,31.363248825073242
