mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-16,2_vgg19-8
mps-uncap,0.8,6.474494934082031,5.414843559265137,12.547016143798828
mps-uncap,0.9,146.47769927978516,18.88144016265869,109.8482608795166
mps-uncap,1.0,5280.084133148193,318.3867931365967,2594.4364070892334
mps-uncap,0.5,0.025987625122070312,0.026226043701171875,0.026702880859375
mps-uncap,0.6,0.021457672119140625,0.02205371856689453,1.758575439453125
mps-uncap,0.7,0.6663799285888672,0.16689300537109375,3.3719539642333984
mps-uncap,0.1,0.0400543212890625,0.04029273986816406,0.04076957702636719
mps-uncap,0.2,0.029802322387695312,0.030994415283203125,0.02944469451904297
mps-uncap,0.3,0.030040740966796875,0.028133392333984375,0.028133392333984375
mps-uncap,0.4,0.029087066650390625,0.026702880859375,0.027894973754882812
