mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-16,2_vgg19-8
mps-uncap,0.8,12.31846809387207,9.422802925109863,10.468339920043945
mps-uncap,0.9,12.647104263305664,9.529590606689453,10.705852508544922
mps-uncap,1.0,12.87522315979004,9.534597396850586,10.791778564453125
mps-uncap,0.5,10.158085823059082,8.641958236694336,9.729623794555664
mps-uncap,0.6,10.970234870910645,8.845210075378418,9.989547729492188
mps-uncap,0.7,11.25330924987793,9.075784683227539,10.124754905700684
mps-uncap,0.1,9.997987747192383,6.795740127563477,10.257244110107422
mps-uncap,0.2,10.062313079833984,8.661270141601562,9.408116340637207
mps-uncap,0.3,10.137319564819336,9.21788215637207,9.662199020385742
mps-uncap,0.4,10.172986984252931,8.545112609863281,9.559726715087892
