mode,load,0_alexnet-2,1_efficientnet_b5-8,2_resnet152-8
mps-uncap,0.8,1.2760162353515625,18.732428550720215,21.643519401550293
mps-uncap,0.9,1.9276142120361328,28.73373031616211,34.293293952941895
mps-uncap,1.0,4.901289939880371,54.64029312133789,190.9017562866211
mps-uncap,0.5,1.1849403381347656,15.589118003845215,15.520095825195312
mps-uncap,0.6,1.203298568725586,15.261173248291016,15.914201736450195
mps-uncap,0.7,1.2121200561523438,15.806794166564941,16.661882400512695
mps-uncap,0.1,1.1546611785888672,21.047472953796387,17.50195026397705
mps-uncap,0.2,1.138448715209961,17.95339584350586,17.266273498535156
mps-uncap,0.3,1.1529922485351562,15.860557556152344,16.249656677246094
mps-uncap,0.4,1.1603832244873047,15.656471252441406,15.167713165283203
